-95.2345837,29.59057,Be the Beyoncé in my life or maybe be an angel or maybe just tech me to be humble,"Pasadena, TX","[-95.2345837, 29.59057]"
-80.321683,25.7090404,Request #1 - Beyoncé “Irreplaceable” @seanetta1 - sooooo this was supposed to be a piano 🎹 cover… https://t.co/0FKOeSi92d,"Miami, FL","[-80.321683, 25.7090404]"
-95.823268,29.522325,"Cardi B: Beyoncé on my stereo; 
🗣RESENTMENT🗣 ON 🗣REPEAT 

Me: https://t.co/1qSCUQdztp","Houston, TX","[-95.823268, 29.522325]"
-76.420402,36.786146,Justin Timberlake ft Beyoncé x until the end of time 💖,"Portsmouth, VA","[-76.420402, 36.786146]"
-73.933612,40.785365,Oh how I wish I was going to #Coachella this year i just want to see #Beyonce and #kehlani I heard @iamcardib was g… https://t.co/WhPXWRUfrS,"Bronx, NY","[-73.933612, 40.785365]"
-118.668404,33.704538,Men cheat and it feels shitty but then I think about about beautiful bold women like @Beyonce and @khloekardashian… https://t.co/pIDk4B8pW5,"Los Angeles, CA","[-118.668404, 33.704538]"
-82.620093,27.821353,I thought Beyoncé told y’all I was irreplaceable.,"Tampa, FL","[-82.620093, 27.821353]"
-95.823268,29.522325,I look at young thug like y’all do with Beyonce. Only difference is Thug a better singer,"Houston, TX","[-95.823268, 29.522325]"
-105.3017759,39.953552,Never gets old 😂 #beyonce #theoffice https://t.co/Jn7JdcLKEN,"Boulder, CO","[-105.3017759, 39.953552]"
-73.941941,40.677082,This whole thing with Nicki Minaj and Cardi B is just a distraction that BEYONCÉ IS COMING YALL!!!! Coachella is th… https://t.co/TZ8B8Qj9pv,"Bushwick, Brooklyn","[-73.941941, 40.677082]"
-117.053546,32.743581,"So......Cardi and Nicki are both killing it now, and that’s cute....but BEYONCE is performing tomorrow.","La Mesa, CA","[-117.053546, 32.743581]"
-109.060257,36.992427,@ciara @StephenCurry30 @Ludacris @lilwayne @1future @smoss @MissyElliott @brysontiller @RoyWoods @Drake @torylanez @Beyonce @jayz,"Colorado, USA","[-109.060257, 36.992427]"
-80.8978,33.441959,Perfect remix with beyonce and one! https://t.co/BIdKzZd2zS,"Orangeburg, SC","[-80.8978, 33.441959]"
-115.384091,36.129459,Beyonce https://t.co/2HY0GhoLRH,"Las Vegas, NV","[-115.384091, 36.129459]"
-97.557572,35.606823,Beyoncé is really a mood right now,"Edmond, OK","[-97.557572, 35.606823]"
-118.668404,33.704538,@domenicabustoss @Beyonce You ain’t married to no average b boy!,"Los Angeles, CA","[-118.668404, 33.704538]"
-74.041878,40.570842,"u 
ADHD
XXX
Beyoncé https://t.co/6y4AxTsspA","Brooklyn, NY","[-74.041878, 40.570842]"
-87.460551,39.394564,The “Sweet Dreams” video deserves to be remastered. A lot of Beyoncé’s past visuals need higher quality actually.,"Terre Haute, IN","[-87.460551, 39.394564]"
-87.940033,41.644102,Negro boiz..... Beyonce is for us..(I got a young caramel hunt flicking her weave..),"Chicago, IL","[-87.940033, 41.644102]"
-97.993537,29.840708,i miss you x beyoncé is literally my mood rn,"San Marcos, TX","[-97.993537, 29.840708]"
-75.280284,39.871811,When Boss Women Link Up 🔥 #QueenCode 👑 #Beyonce #Yonce #BeeHive #womenempowerment #WomenOfPower… https://t.co/RLT8X2Zq7E,"Philadelphia, PA","[-75.280284, 39.871811]"
